"accounting_id","Account Number","Transaction_ID","Post date","is_debit","Transaction Amount"
"1164","64400","726358","2024-08-01","1","176.95"
"1165","64400","726374","2024-07-31","1","313.65"
"1166","64400","726381","2024-08-02","1","81.4"
"1167","64400","726385","2024-08-01","1","81.4"
"1168","64400","726573","2024-07-09","1","345.6"
"1169","64400","726760","2024-08-12","1","114.9"
"1170","64400","726764","2024-08-11","1","81.4"
"1171","64400","726768","2024-08-13","1","77.6"
"1172","64400","726791","2024-08-02","1","750"
"1173","64400","726795","2024-08-03","1","199.56"
"1174","64400","726799","2024-08-06","1","844.3"
"1175","64400","726835","2024-08-07","1","144"
"1176","64400","726839","2024-08-07","1","81.4"
"1177","64400","726847","2024-08-05","1","63.38"
"1178","64400","726854","2024-08-05","1","410.44"
"1179","64400","726858","2024-08-06","1","81.4"
"1180","64400","726862","2024-08-05","1","81.4"
"1181","64400","726866","2024-08-04","1","81.4"
"1182","64400","726892","2024-08-10","1","81.4"
"1183","64400","726896","2024-08-09","1","81.4"
"1184","64400","726973","2024-08-07","1","584.4"
"1185","64400","728751","2024-08-13","1","216"
"1186","64400","728797","2024-08-19","1","77.6"
"1187","64400","728801","2024-08-20","1","114.9"
"1188","64400","728805","2024-08-16","1","77.6"
"1189","64400","728809","2024-08-14","1","77.6"
"1190","64400","728813","2024-08-22","1","114.9"
"1191","64400","728817","2024-08-21","1","114.9"
"1192","64400","728821","2024-08-19","1","144"
"1193","64400","729013","2024-08-22","1","1516.12"
"1194","64400","729024","2024-08-25","1","114.9"
"1195","64400","729028","2024-08-26","1","114.9"
"1196","64400","729032","2024-08-23","1","114.9"
"1197","64400","729044","2024-08-22","1","240"
"1198","64400","729052","2024-08-20","1","345.1"
"1199","64400","729316","2024-08-16","1","415.97"
"1200","64400","729323","2024-08-22","1","1437.22"
"1201","64400","729330","2024-08-14","1","200.83"
"1202","64400","729334","2024-08-09","1","172.88"
"1203","64400","729338","2024-08-07","1","1970.27"
"1204","64400","729345","2024-08-10","1","432.56"
"1205","64400","729352","2024-08-20","1","161.28"
"1206","64400","729389","2024-08-20","1","628.5"
"1207","64400","729619","2024-08-25","1","432"
"1208","64400","729623","2024-08-24","1","114.9"
"1209","64400","729627","2024-08-27","1","114.9"
"1210","64400","729920","2024-08-30","1","384"
"1211","64400","729924","2024-09-05","1","360"
"1212","64400","729928","2024-09-03","1","384"
"1213","64400","729932","2024-08-27","1","240"
"1214","64400","729950","2024-09-05","1","1065.72"
"1215","64400","729957","2024-08-27","1","1783.49"
"1216","64400","729964","2024-08-29","1","767.2"
"1217","64400","730046","2024-09-05","1","114.9"
"1218","64400","730050","2024-09-06","1","114.9"
"1219","64400","730054","2024-09-09","1","116.7"
"1220","64400","730058","2024-09-07","1","77.6"
"1221","64400","730062","2024-09-08","1","90.25"
"1222","64400","730066","2024-09-04","1","114.9"
"1223","64400","730070","2024-09-03","1","114.9"
"1224","64400","730074","2024-09-02","1","114.9"
"1225","64400","730078","2024-08-29","1","114.9"
"1226","64400","730082","2024-08-30","1","114.9"
"1227","64400","730086","2024-08-28","1","114.9"
"1228","64400","730090","2024-08-31","1","77.6"
"1229","64400","730094","2024-08-31","1","82.65"
"1230","64400","730098","2024-08-31","1","68.4"
"1231","64400","730102","2024-08-18","1","77.6"
"1232","64400","730106","2024-08-17","1","77.6"
"1233","64400","730110","2024-08-15","1","77.6"
"1234","64400","730114","2024-08-08","1","81.4"
"1235","64400","730118","2024-08-03","1","81.4"
"1236","64400","730122","2024-07-13","1","112.2"
"1237","64400","730164","2024-09-12","1","116.7"
"1238","64400","730168","2024-09-11","1","116.7"
"1239","64400","730172","2024-09-10","1","116.7"
"1240","64400","730176","2024-09-08","1","432"
"1241","64400","730225","2024-09-04","1","907.4"
"1242","64400","730392","2024-08-28","1","390.1"
"1243","64400","730399","2024-08-26","1","485.09"
"1244","64400","730403","2024-09-03","1","1502"
"1245","64400","730410","2024-08-30","1","1417.59"
"1246","64400","730420","2024-08-29","1","35.95"
"1247","64400","730427","2024-09-06","1","963.05"
"1248","64400","730434","2024-08-24","1","111.45"
"1249","64400","730438","2024-08-23","1","62.45"
"1250","64400","730562","2024-09-09","1","660.98"
"1251","64400","730638","2024-07-09","1","93.97"
"1252","64400","730646","2024-07-29","1","93.97"
"1253","64400","730816","2024-09-11","1","432"
"1254","64400","730820","2024-09-13","1","408"
"1255","64400","730864","2024-09-11","1","270.21"
"1256","64400","730871","2024-09-11","1","933.55"
"1257","64400","730878","2024-09-16","1","755.49"
"1258","64400","730909","2024-09-13","1","116.7"
"1259","64400","730913","2024-09-17","1","116.7"
"1260","64400","730917","2024-09-15","1","90.25"
"1261","64400","730921","2024-09-14","1","151.05"
"1262","64400","730925","2024-09-14","1","90.25"
"1263","64400","730929","2024-09-16","1","116.7"
"1264","64400","730933","2024-09-12","1","211.73"
"1265","64400","730940","2024-09-07","1","203.12"
"1266","64400","730947","2024-09-10","1","573.87"
"1267","64400","731040","2024-09-18","1","116.7"
"1268","64400","731241","2024-09-13","1","1552.93"
"1269","64400","731248","2024-09-16","1","847.53"
"1270","64400","731252","2024-09-19","1","635.45"
"1271","64400","731256","2024-09-20","1","1082.21"
"1272","64400","731742","2024-09-22","1","90.25"
"1273","64400","731746","2024-09-23","1","116.7"
"1274","64400","731750","2024-09-21","1","90.25"
"1275","64400","731754","2024-09-25","1","129.9"
"1276","64400","731758","2024-09-24","1","116.7"
"1277","64400","731762","2024-09-20","1","116.7"
"1278","64400","731766","2024-09-19","1","116.7"
"1279","64400","731782","2024-09-21","1","459.05"
"1280","64400","731807","2024-09-27","1","129.9"
"1281","64400","731811","2024-09-26","1","129.9"
"1282","64400","731839","2024-09-25","1","224.83"
"1283","64400","731846","2024-09-24","1","1489.27"
"1284","64400","731894","2024-09-19","1","768.8"
"1285","64400","731922","2024-09-19","1","336"
"1286","64400","731926","2024-09-22","1","504"
"1287","64400","731930","2024-09-17","1","288"
"1288","64400","731934","2024-09-23","1","576"
"1289","64400","731938","2024-09-19","1","812.58"
"1290","64400","731945","2024-09-20","1","148.72"
"1291","64400","731972","2024-09-20","1","437.97"
"1292","64400","731982","2024-09-24","1","943.53"
"1293","64400","732905","2024-09-30","1","129.9"
"1294","64400","732909","2024-09-29","1","90.25"
"1295","64400","732913","2024-09-28","1","90.25"
"1296","64400","732993","2024-09-30","1","312"
"1297","64400","732997","2024-09-30","1","980.79"
"1298","64400","733030","2024-09-29","1","456"
"1299","64400","733148","2024-09-28","1","275.03"
"1300","64400","733169","2024-09-30","1","1750.2"
"1301","64400","733240","2024-08-13","1","145.32"
"1302","64400","733244","2024-08-13","1","398.65"
"1303","64400","733248","2024-08-27","1","1458.25"
"1304","64400","733413","2024-09-01","1","77.6"
"1305","64400","656354","2022-12-13","0","-7.6"
"1306","64400","659202","2023-01-12","0","-10.24"
"1307","64400","659206","2023-01-12","0","-81.92"
"1308","64400","665500","2023-03-03","0","-17.15"
"1309","64400","666138","2023-02-22","0","-32.59"
"1310","64400","666142","2023-02-03","0","-27.81"
"1311","64400","666146","2023-02-01","0","-14.85"
"1312","64400","666573","2023-03-13","0","-100"
"1313","64400","666579","2023-03-20","0","-200"
"1314","64400","667529","2023-03-21","0","-2.45"
"1315","64400","670760","2023-04-07","0","-74.66"
"1316","64400","672277","2023-05-04","0","-11.4"
"1317","64400","674652","2023-05-22","0","-36.7"
"1318","64400","675030","2023-05-28","0","-123.3"
"1319","64400","675046","2023-05-27","0","-123.3"
"1320","64400","676478","2023-06-14","0","-7.6"
"1321","64400","688457","2023-09-15","0","-22.95"
"1322","64400","707391","2024-03-06","0","-24.12"
"1323","64400","721392","2024-06-01","0","-145.65"
"1324","64400","726393","2024-07-30","0","-19.6"
"1325","64400","730126","2024-09-12","0","-2.1"
"1326","64400","732873","2024-10-05","1","90.25"
"1327","64400","732877","2024-10-05","1","202.35"
"1328","64400","732881","2024-10-06","1","90.25"
"1329","64400","732885","2024-10-07","1","129.9"
"1330","64400","732889","2024-10-04","1","129.9"
"1331","64400","732893","2024-10-03","1","185.1"
"1332","64400","732897","2024-10-02","1","129.9"
"1333","64400","732901","2024-10-01","1","129.9"
"1334","64400","732917","2024-10-08","1","129.9"
"1335","64400","733012","2024-10-03","1","1676.92"
"1336","64400","733019","2024-10-03","1","37.94"
"1337","64400","733023","2024-10-07","1","469.03"
"1338","64400","733034","2024-10-03","1","288"
"1339","64400","733038","2024-10-04","1","288"
"1340","64400","733134","2024-10-01","1","990.2"
"1341","64400","733144","2024-10-02","1","384.25"
"1342","64400","733152","2024-10-03","1","514.29"
"1343","64400","733159","2024-10-04","1","2025.49"
"1344","64400","733568","2024-10-08","1","288"
"1345","64400","733572","2024-10-09","1","129.9"
"1346","64400","734026","2024-10-14","1","129.9"
"1347","64400","655626","2022-12-14","1","326.01"
"1348","64400","656272","2022-12-09","1","103.35"
"1349","64400","657400","2023-01-06","1","706.28"
"1350","64400","657594","2023-01-09","1","896.44"
"1351","64400","658507","2023-01-13","1","101.14"
"1352","64400","658514","2023-01-11","1","258.81"
"1353","64400","658522","2023-01-09","1","2025.34"
"1354","64400","659861","2023-01-24","1","95.99"
"1355","64400","659868","2023-01-20","1","430.9"
"1356","64400","660009","2023-01-28","1","691.02"
"1357","64400","661175","2023-01-30","1","232.64"
"1358","64400","662962","2023-02-06","1","4.04"
"1359","64400","665280","2023-03-06","1","747.63"
"1360","64400","666134","2023-03-01","1","175.5"
"1361","64400","672303","2023-05-03","1","1012.31"
"1362","64400","675034","2023-06-01","1","123.3"
"1363","64400","693403","2023-09-01","1","112.77"
"1364","64400","622939","2022-03-11","1","1582.54"
"1365","64400","622950","2022-03-07","1","354.75"
"1366","64400","625707","2022-04-11","1","529.89"
"1367","64400","626775","2022-04-11","1","20.48"
"1368","64400","627074","2022-04-13","1","1046.51"
"1369","64400","627432","2022-04-27","1","771.05"
"1370","64400","627512","2022-04-22","1","7717.82"
"1371","64400","627516","2022-04-22","1","4.03"
"1372","64400","627523","2022-04-20","1","606.03"
"1373","64400","644981","2022-09-21","1","823.31"
"1374","64400","646103","2022-09-30","1","74.66"
"1375","64400","651349","2022-11-04","1","551"
"1376","64400","702246","2024-01-18","1","681.91"
"1377","64400","702257","2024-01-31","1","39.07"
"1378","64400","626987","2022-04-22","0","-28.02"
"1379","64400","627490","2022-04-22","0","-127.29"
"1380","64400","646039","2022-10-02","0","-13.65"
"1381","64400","646053","2022-09-29","0","-7.05"
"1382","64400","647703","2022-10-07","0","-22.65"
"1383","64400","648776","2022-10-10","0","-30.6"
"1384","64400","649505","2022-10-19","0","-7.35"
"1385","64400","621400","2022-02-28","1","29.43"
"1386","64400","621420","2022-02-28","1","301.87"
"1387","64400","621459","2022-02-28","1","233.1"
"1388","64400","622238","2022-02-25","1","409.71"
"1389","64400","622241","2022-03-02","1","863.29"
"1390","64400","622327","2022-03-01","1","147.99"
"1391","64400","622331","2022-02-09","1","283.58"
"1392","64400","622335","2022-02-09","1","233.1"
"1393","64400","622339","2022-03-01","1","290.29"
"1394","64400","622386","2022-02-14","1","171.6"
"1395","64400","622557","2022-03-10","1","1016.03"
"1396","64400","622867","2022-03-09","1","144"
"1397","64400","622871","2022-03-10","1","29.43"
"1398","64400","622875","2022-03-11","1","29.43"
"1399","64400","622943","2022-03-09","1","2693.3"
"1400","64400","622990","2022-03-14","1","401.28"
"1401","64400","622994","2022-03-15","1","401.28"
"1402","64400","622998","2022-03-16","1","401.28"
"1403","64400","623002","2022-03-16","1","655.3"
"1404","64400","623006","2022-03-13","1","168"
"1405","64400","623010","2022-03-16","1","168"
"1406","64400","623400","2022-03-17","1","401.28"
"1407","64400","623472","2022-03-18","1","381.48"
"1408","64400","623476","2022-03-19","1","190.74"
"1409","64400","623513","2022-03-18","1","1927.86"
"1410","64400","623517","2022-03-16","1","1943.41"
"1411","64400","624033","2022-03-29","1","200.64"
"1412","64400","624055","2022-03-27","1","144"
"1413","64400","624059","2022-03-24","1","153.57"
"1414","64400","624293","2022-03-26","1","90.11"
"1415","64400","624303","2022-03-31","1","200.64"
"1416","64400","624307","2022-03-28","1","100.32"
"1417","64400","624311","2022-03-30","1","200.64"
"1418","64400","624319","2022-03-30","1","168"
"1419","64400","624855","2022-04-01","1","258.41"
"1420","64400","624862","2022-04-04","1","324.53"
"1421","64400","624945","2022-03-29","1","196"
"1422","64400","624948","2022-04-05","1","352.97"
"1423","64400","624952","2022-04-01","1","190.2"
"1424","64400","624987","2022-04-04","1","103.32"
"1425","64400","624991","2022-04-05","1","203.64"
"1426","64400","624995","2022-04-02","1","100.32"
"1427","64400","624999","2022-04-06","1","192.54"
"1428","64400","625003","2022-04-01","1","200.64"
"1429","64400","625007","2022-04-03","1","240"
"1430","64400","625406","2022-03-30","1","779.72"
"1431","64400","625455","2022-04-06","1","488.45"
"1432","64400","625517","2022-04-06","1","192"
"1433","64400","625521","2022-04-10","1","192"
"1434","64400","625525","2022-04-08","1","192.54"
"1435","64400","625529","2022-04-07","1","192.54"
"1436","64400","625533","2022-04-11","1","164.19"
"1437","64400","625555","2022-04-06","1","333.13"
"1438","64400","625633","2022-04-09","1","103.32"
"1439","64400","625693","2022-04-11","1","240"
"1440","64400","626749","2022-04-12","1","80.73"
"1441","64400","626757","2022-04-15","1","596.29"
"1442","64400","626764","2022-04-13","1","373.65"
"1443","64400","626767","2022-04-11","1","294.78"
"1444","64400","626771","2022-04-11","1","127.29"
"1445","64400","626779","2022-04-17","1","264"
"1446","64400","626783","2022-04-13","1","168"
"1447","64400","626787","2022-04-19","1","312"
"1448","64400","626951","2022-04-12","1","164.19"
"1449","64400","626955","2022-04-20","1","138.82"
"1450","64400","626959","2022-04-17","1","169.89"
"1451","64400","626963","2022-04-19","1","138.82"
"1452","64400","626967","2022-04-16","1","164.19"
"1453","64400","626971","2022-04-15","1","164.19"
"1454","64400","626975","2022-04-18","1","138.82"
"1455","64400","626979","2022-04-14","1","164.19"
"1456","64400","626983","2022-04-13","1","164.19"
"1457","64400","627063","2022-04-18","1","175.82"
"1458","64400","627077","2022-04-15","1","148.7"
"1459","64400","627084","2022-04-15","1","298.74"
"1460","64400","627158","2022-04-20","1","194.28"
"1461","64400","627330","2022-04-25","1","432"
"1462","64400","627435","2022-04-28","1","138.82"
"1463","64400","627439","2022-04-23","1","184.59"
"1464","64400","627443","2022-04-23","1","53.5"
"1465","64400","627447","2022-04-22","1","184.59"
"1466","64400","627463","2022-04-21","1","138.82"
"1467","64400","627467","2022-04-25","1","138.92"
"1468","64400","627471","2022-04-24","1","184.59"
"1469","64400","627479","2022-04-22","1","408"
"1470","64400","627487","2022-04-21","1","591.56"
"1471","64400","627504","2022-04-26","1","138.82"
"1472","64400","644465","2022-09-20","1","83.31"
"1473","64400","644469","2022-09-17","1","83.31"
"1474","64400","644473","2022-09-18","1","83.31"
"1475","64400","644477","2022-09-16","1","83.31"
"1476","64400","644485","2022-09-09","1","461.71"
"1477","64400","644575","2022-09-18","1","240"
"1478","64400","644590","2022-09-14","1","118.68"
"1479","64400","644594","2022-09-02","1","1308.6"
"1480","64400","644601","2022-09-13","1","514.93"
"1481","64400","644646","2022-09-19","1","83.31"
"1482","64400","644681","2022-09-16","1","257.04"
"1483","64400","644945","2022-09-21","1","83.31"
"1484","64400","644949","2022-09-22","1","83.31"
"1485","64400","644953","2022-09-23","1","83.31"
"1486","64400","644957","2022-09-27","1","83.31"
"1487","64400","644961","2022-09-28","1","83.31"
"1488","64400","644965","2022-09-26","1","83.31"
"1489","64400","644969","2022-09-25","1","83.31"
"1490","64400","644973","2022-09-24","1","39.6"
"1491","64400","644977","2022-09-24","1","83.31"
"1492","64400","644999","2022-09-05","1","240"
"1493","64400","645143","2022-09-22","1","186.33"
"1494","64400","645147","2022-09-23","1","141.28"
"1495","64400","645158","2022-09-19","1","741.11"
"1496","64400","646035","2022-10-05","1","81.55"
"1497","64400","646045","2022-10-04","1","74.95"
"1498","64400","646049","2022-09-29","1","83.31"
"1499","64400","646059","2022-09-30","1","83.31"
"1500","64400","646071","2022-10-03","1","74.95"
"1501","64400","646075","2022-10-02","1","83.31"
"1502","64400","646087","2022-10-01","1","83.31"
"1503","64400","646110","2022-10-03","1","384"
"1504","64400","647510","2022-10-05","1","65.97"
"1505","64400","647514","2022-10-05","1","5.49"
"1506","64400","647675","2022-10-04","1","447.51"
"1507","64400","647679","2022-10-06","1","81.55"
"1508","64400","647683","2022-10-07","1","81.55"
"1509","64400","647687","2022-10-10","1","81.55"
"1510","64400","647691","2022-10-11","1","81.55"
"1511","64400","647695","2022-10-09","1","81.55"
"1512","64400","647699","2022-10-08","1","81.55"
"1513","64400","647725","2022-10-12","1","81.55"
"1514","64400","647772","2022-09-29","1","1095.95"
"1515","64400","647776","2022-10-05","1","507.82"
"1516","64400","647780","2022-10-03","1","446.75"
"1517","64400","647787","2022-10-04","1","84"
"1518","64400","647791","2022-10-10","1","273.3"
"1519","64400","647795","2022-10-07","1","709.69"
"1520","64400","648768","2022-10-18","1","89.2"
"1521","64400","648772","2022-09-12","1","83.31"
"1522","64400","648782","2022-10-13","1","89.2"
"1523","64400","648786","2022-10-17","1","89.2"
"1524","64400","648790","2022-10-19","1","89.2"
"1525","64400","648794","2022-10-16","1","89.2"
"1526","64400","648798","2022-10-15","1","89.2"
"1527","64400","648806","2022-10-12","1","807.84"
"1528","64400","648810","2022-10-13","1","216"
"1529","64400","648837","2022-10-06","1","596.36"
"1530","64400","648843","2022-10-14","1","89.2"
"1531","64400","648919","2022-10-11","1","889.61"
"1532","64400","648923","2022-10-12","1","290.38"
"1533","64400","648927","2022-10-14","1","276.7"
"1534","64400","648975","2022-10-18","1","149.32"
"1535","64400","649460","2022-10-20","1","89.2"
"1536","64400","649509","2022-10-21","1","89.2"
"1537","64400","649515","2022-10-20","1","63.05"
"1538","64400","649552","2022-10-17","1","976.1"
"1539","64400","650289","2022-10-28","1","125.64"
"1540","64400","650293","2022-10-27","1","58.2"
"1541","64400","650303","2022-10-31","1","414.77"
"1542","64400","650307","2022-10-21","1","987.49"
"1543","64400","650314","2022-10-24","1","614.82"
"1544","64400","650409","2022-11-01","1","216"
"1545","64400","650413","2022-10-21","1","168"
"1546","64400","650417","2022-11-02","1","89.2"
"1547","64400","650421","2022-11-01","1","89.2"
"1548","64400","650425","2022-10-28","1","89.2"
"1549","64400","650429","2022-10-27","1","89.2"
"1550","64400","650433","2022-10-26","1","89.2"
"1551","64400","650437","2022-10-25","1","89.2"
"1552","64400","650441","2022-10-30","1","89.2"
"1553","64400","650445","2022-10-29","1","127"
"1554","64400","650449","2022-10-24","1","89.2"
"1555","64400","650453","2022-10-22","1","89.2"
"1556","64400","650457","2022-10-23","1","89.2"
"1557","64400","650461","2022-10-31","1","89.2"
"1558","64400","650473","2022-10-27","1","192"
"1559","64400","650477","2022-10-25","1","665.39"
"1560","64400","650484","2022-10-25","1","451.13"
"1561","64400","651243","2022-11-03","1","284.34"
"1562","64400","651285","2022-11-08","1","89.2"
"1563","64400","651289","2022-11-04","1","89.2"
"1564","64400","651293","2022-11-03","1","89.2"
"1565","64400","651297","2022-11-05","1","89.2"
"1566","64400","651301","2022-11-07","1","89.2"
"1567","64400","651305","2022-11-06","1","89.2"
"1568","64400","651430","2022-11-07","1","246.01"
"1569","64400","651509","2022-11-09","1","89.2"
"1570","64400","651686","2022-11-13","1","82.6"
"1571","64400","651690","2022-11-12","1","82.6"
"1572","64400","651694","2022-11-11","1","82.6"
"1573","64400","651706","2022-11-10","1","89.2"
"1574","64400","651710","2022-11-14","1","82.6"
"1575","64400","651714","2022-11-13","1","312"
"1576","64400","652032","2022-11-15","1","82.6"
"1577","64400","652040","2022-11-16","1","82.6"
"1578","64400","652044","2022-11-17","1","82.6"
"1579","64400","652048","2022-11-18","1","82.6"
"1580","64400","652199","2022-11-17","1","330.23"
"1581","64400","652206","2022-11-16","1","913.41"
"1582","64400","652216","2022-11-11","1","326.97"
"1583","64400","653474","2022-11-09","1","120.81"
"1584","64400","653484","2022-11-15","1","511.66"
"1585","64400","653488","2022-11-16","1","122.88"
"1586","64400","653492","2022-11-26","1","82.6"
"1587","64400","653496","2022-11-27","1","82.6"
"1588","64400","653500","2022-11-28","1","82.6"
"1589","64400","653504","2022-11-21","1","82.6"
"1590","64400","653508","2022-11-20","1","82.6"
"1591","64400","653512","2022-11-19","1","120.4"
"1592","64400","653516","2022-11-22","1","82.6"
"1593","64400","653520","2022-11-23","1","82.6"
"1594","64400","653545","2022-11-21","1","408"
"1595","64400","653633","2022-11-28","1","285.29"
"1596","64400","653643","2022-11-21","1","431.18"
"1597","64400","653647","2022-11-22","1","127.54"
"1598","64400","653700","2022-11-30","1","82.6"
"1599","64400","653704","2022-11-29","1","82.6"
"1600","64400","653820","2022-12-01","1","82.6"
"1601","64400","653824","2022-11-30","1","95.35"
"1602","64400","653828","2022-11-30","1","249.36"
"1603","64400","653835","2022-11-30","1","39.49"
"1604","64400","654727","2022-12-05","1","386.94"
"1605","64400","654940","2022-12-07","1","82.6"
"1606","64400","654944","2022-12-02","1","82.6"
"1607","64400","654948","2022-12-04","1","82.6"
"1608","64400","654952","2022-12-03","1","82.6"
"1609","64400","654956","2022-12-05","1","82.6"
"1610","64400","654964","2022-12-06","1","360"
"1611","64400","654972","2022-12-02","1","89.1"
"1612","64400","654983","2022-12-06","1","82.6"
"1613","64400","655200","2022-12-09","1","82.6"
"1614","64400","655204","2022-12-10","1","82.6"
"1615","64400","655208","2022-12-10","1","199.28"
"1616","64400","694430","2023-10-25","1","129.1"
"1617","64400","694434","2023-10-26","1","129.1"
"1618","64400","694438","2023-10-15","1","129.1"
"1619","64400","694446","2023-10-24","1","264"
"1620","64400","694450","2023-10-24","1","1030.06"
"1621","64400","702110","2024-01-15","1","382.2"
"1622","64400","702180","2024-01-24","1","129.1"
"1623","64400","702184","2024-01-20","1","110.1"
"1624","64400","702188","2024-01-22","1","129.1"
"1625","64400","702192","2024-01-21","1","384"
"1626","64400","702196","2024-01-11","1","845.65"
"1627","64400","702215","2024-01-17","1","129.1"
"1628","64400","702223","2024-01-16","1","104.54"
"1629","64400","702230","2024-01-18","1","129.1"
"1630","64400","702234","2024-01-19","1","129.1"
"1631","64400","702238","2024-01-19","1","308.88"
"1632","64400","702242","2024-01-23","1","129.1"
"1633","64400","725561","2024-07-31","1","81.4"
"1634","64400","725565","2024-07-17","1","81.4"
"1635","64400","725569","2024-07-21","1","81.4"
"1636","64400","725573","2024-07-22","1","81.4"
"1637","64400","725577","2024-07-23","1","81.4"
"1638","64400","725581","2024-07-24","1","81.4"
"1639","64400","725585","2024-07-25","1","81.4"
"1640","64400","725589","2024-07-26","1","110.65"
"1641","64400","725593","2024-07-27","1","81.4"
"1642","64400","725597","2024-07-28","1","81.4"
"1643","64400","725601","2024-07-30","1","81.4"
"1644","64400","725605","2024-07-17","1","901.55"
"1645","64400","725612","2024-07-22","1","384.41"
"1646","64400","725619","2024-07-26","1","152.58"
"1647","64400","725630","2024-07-29","1","81.4"
"1648","64400","725634","2024-07-27","1","264"
"1649","64400","725638","2024-08-10","1","240.7"
"1650","64400","725642","2024-08-10","1","556.45"
"1651","64400","627725","2022-04-27","1","1471.62"
"1652","64400","627732","2022-04-29","1","184.59"
"1653","64400","627736","2022-04-27","1","138.82"
"1654","64400","627740","2022-04-30","1","132.32"
"1655","64400","627744","2022-04-30","1","85.35"
"1656","64400","627748","2022-04-29","1","432"
"1657","64400","627782","2022-04-28","1","318.2"
"1658","64400","628482","2022-05-04","1","132.32"
"1659","64400","628486","2022-05-03","1","480"
"1660","64400","628568","2022-05-02","1","132.32"
"1661","64400","629020","2022-05-05","1","480"
"1662","64400","630486","2022-05-03","1","132.32"
"1663","64400","630490","2022-05-04","1","132.32"
"1664","64400","630530","2022-05-02","1","132.32"
"1665","64400","630805","2022-05-04","1","132.32"
"1666","64400","630809","2022-05-10","1","240"
"1667","64400","630817","2022-05-10","1","318.4"
"1668","64400","631163","2022-05-05","1","360"
"1669","64400","631167","2022-05-02","1","132.32"
"1670","64400","631171","2022-05-10","1","216"
"1671","64400","631202","2022-05-10","1","642.6"
"1672","64400","631206","2022-05-02","1","700.59"
"1673","64400","631220","2022-05-02","1","373.09"
"1674","64400","631237","2022-05-04","1","132.32"
"1675","64400","631241","2022-05-02","1","132.32"
"1676","64400","631245","2022-05-10","1","149.32"
"1677","64400","631275","2022-05-02","1","132.32"
"1678","64400","631389","2022-05-09","1","1738.01"
"1679","64400","631396","2022-05-09","1","1156.63"
"1680","64400","631458","2022-05-02","1","132.32"
"1681","64400","631470","2022-05-02","1","310.52"
"1682","64400","631478","2022-05-09","1","555.78"
"1683","64400","631564","2022-05-18","1","41.94"
"1684","64400","631571","2022-05-02","1","132.32"
"1685","64400","631618","2022-05-02","1","87.96"
"1686","64400","631622","2022-05-02","1","87.96"
"1687","64400","631626","2022-05-10","1","384"
"1688","64400","631630","2022-05-05","1","288"
"1689","64400","631685","2022-05-09","1","208.42"
"1690","64400","631767","2022-05-09","1","467.4"
"1691","64400","631782","2022-05-02","1","87.96"
"1692","64400","631790","2022-05-31","1","185.66"
"1693","64400","631798","2022-05-20","1","87.96"
"1694","64400","631802","2022-05-21","1","87.96"
"1695","64400","632096","2022-05-25","1","87.96"
"1696","64400","632333","2022-05-27","1","87.96"
"1697","64400","632461","2022-05-31","1","87.96"
"1698","64400","632465","2022-05-30","1","360"
"1699","64400","632475","2022-06-01","1","87.96"
"1700","64400","632542","2022-05-31","1","162.6"
"1701","64400","633043","2022-06-03","1","75.16"
"1702","64400","633079","2022-06-03","1","87.96"
"1703","64400","633578","2022-06-06","1","75.16"
"1704","64400","633669","2022-06-06","1","201.01"
"1705","64400","633673","2022-06-03","1","44.92"
"1706","64400","633680","2022-06-07","1","75.16"
"1707","64400","633742","2022-06-08","1","75.16"
"1708","64400","633943","2022-06-17","1","87.96"
"1709","64400","633969","2022-06-09","1","127.72"
"1710","64400","633973","2022-06-09","1","75.16"
"1711","64400","633977","2022-06-09","1","302.56"
"1712","64400","634065","2022-05-13","1","132.32"
"1713","64400","634069","2022-05-06","1","132.32"
"1714","64400","634073","2022-05-07","1","132.32"
"1715","64400","634562","2022-06-13","1","87.96"
"1716","64400","634566","2022-06-13","1","219.36"
"1717","64400","634570","2022-06-10","1","87.96"
"1718","64400","634614","2022-05-23","1","260.26"
"1719","64400","634619","2022-05-23","1","642.6"
"1720","64400","634623","2022-05-27","1","371.32"
"1721","64400","634627","2022-06-08","1","161.46"
"1722","64400","634635","2022-05-06","1","194.44"
"1723","64400","634639","2022-06-14","1","87.96"
"1724","64400","634744","2022-06-15","1","87.96"
"1725","64400","634969","2022-06-16","1","87.96"
"1726","64400","634973","2022-06-16","1","63.86"
"1727","64400","635050","2022-06-15","1","431.9"
"1728","64400","636101","2022-06-24","1","317.86"
"1729","64400","636478","2022-06-30","1","87.96"
"1730","64400","636541","2022-06-29","1","87.96"
"1731","64400","636545","2022-06-27","1","87.96"
"1732","64400","636549","2022-06-28","1","87.96"
"1733","64400","637237","2022-07-01","1","87.96"
"1734","64400","637241","2022-06-30","1","192"
"1735","64400","637257","2022-07-06","1","87.96"
"1736","64400","637362","2022-07-02","1","105.9"
"1737","64400","637370","2022-07-01","1","50.23"
"1738","64400","637383","2022-06-29","1","185.71"
"1739","64400","637435","2022-07-06","1","404.8"
"1740","64400","637449","2022-07-05","1","87.96"
"1741","64400","637830","2022-07-06","1","517.01"
"1742","64400","637834","2022-07-06","1","126.1"
"1743","64400","637838","2022-07-11","1","87.96"
"1744","64400","637842","2022-07-08","1","87.96"
"1745","64400","637846","2022-07-12","1","87.96"
"1746","64400","637850","2022-07-13","1","87.96"
"1747","64400","637970","2022-07-13","1","87.96"
