department_id,item_id,item_name,transaction_count,total_sales,avg_price,dept_product_percentage,product_rank_in_dept
21,20275,"Large Iced Caramel Macchiato",1313,7361.50,5.61,8.10,5
21,20271,"Large Iced Americano",1517,5628.25,3.71,6.19,6
21,20276,"Large Iced White Mocha",740,4201.00,5.68,4.62,7
21,20279,"Large Iced Tea",1027,3560.75,3.47,3.92,8
21,20280,"Large Straw Acai Refresher",691,3237.00,4.68,3.56,9
21,20305,"Pumpkin Latte",548,3033.00,5.53,3.34,10
21,20273,"Large Vanilla Sweet Cream Cold",640,2981.50,4.66,3.28,11
21,20277,"Large Iced Mocha",555,2734.50,4.93,3.01,12
21,20282,"Large Dragonfruit Refresher",437,2108.00,4.82,2.32,13
21,20338,"Large Arnold Palmer",363,1592.00,4.39,1.75,14
21,20278,"Large Iced Truffle Mocha",234,1237.50,5.29,1.36,15
21,20362,"Lrg Lemonade",326,1100.50,3.38,1.21,16
21,20334,"Lrg Iced Choc Truf Carm Macch",134,744.50,5.56,0.82,17
21,20323,"Lrg Ice Gingerbread Latte",88,478.00,5.43,0.53,18
21,20324,"Lrg Ice Merrimint White Mocha",63,353.75,5.62,0.39,19
21,20354,"Lrg Pistachio Cinn Cold Brew",68,318.25,4.68,0.35,20
21,20284,"Large Iced Thai Tea Latte",46,217.00,4.72,0.24,21
21,20326,"Lrg Shortbread Cold Brew",47,194.75,4.14,0.21,22
21,20314,"Large Bluebeary Lemonade",44,180.00,4.09,0.20,23
21,20281,"Large Wildberry Hibiscus Ref",28,133.00,4.75,0.15,24
21,20317,"Large Pink Drink",34,114.00,3.35,0.13,25
21,20419,"Large Iced Gingerbread Chai",12,59.50,4.96,0.07,26
22,20350,"Chocolate Mochi Donut",970,3107.75,3.20,15.55,1
22,20345,"Mochi Muffin",591,2413.25,4.08,12.08,2
22,20347,"Churro Muffin",594,2410.00,4.06,12.06,3
22,20352,"Ube Coconut Mochi Donut",759,2324.00,3.06,11.63,4
22,20351,"Matcha White Choc Mochi Donut",674,2222.75,3.30,11.12,5
22,20365,"Ube Mochi Muffin",570,2104.25,3.69,10.53,6
22,20348,"Mango Passion Mochi Donut",584,1967.50,3.37,9.85,7
22,20346,"Matcha Mochi Muffin",315,774.00,2.46,3.87,8
22,20408,"Pumpkin Muffin",149,663.50,4.45,3.32,9
22,20349,"Strawberries N Cream Donut",164,543.00,3.31,2.72,10
22,20364,"Mochi Brownie Muffin",114,461.25,4.05,2.31,11
22,20409,"Thai Tea Donut",123,411.50,3.35,2.06,12
22,20366,"Cal Donut",92,301.00,3.27,1.51,13
22,20374,"Pride Rainbow Donut",66,223.50,3.39,1.12,14
22,20372,"Half-Off Donut",27,56.00,2.07,0.28,15
